event_id,datetime,phi,dt,phi_error,dt_error,quality,success
106_26250,2015-03-12T09:35:42.000000Z,77.05606430347723,0.13,56.0,0.035,0.0,True
106_26252,2015-03-12T09:36:05.845000Z,-75.9354314605647,0.03,14.0,0.005,0.7485842555781164,True
106_26253,2015-03-12T09:36:22.178000Z,-5.3761928854710845,0.03,50.0,0.115,-0.7957247076572196,True
106_26255,2015-03-12T09:36:44.367000Z,84.40239439783312,0.19,61.0,0.12,0.0,True
106_26256,2015-03-12T09:36:51.599000Z,-75.13592981411807,0.05,61.0,0.13,-0.9214325798681613,True
106_26257,2015-03-12T09:37:02.799000Z,61.681127778740574,0.03,61.0,0.135,0.0,True
106_26259,2015-03-12T09:37:32.282000Z,28.75345372931065,0.21,53.0,0.1,0.0,True
106_26260,2015-03-12T09:39:19.002000Z,21.113823375445918,0.25,7.0,0.005,0.0,True
106_26261,2015-03-12T09:39:25.221000Z,7.494126574288316,0.15,52.0,0.105,0.0,True
106_26262,2015-03-12T09:39:39.108000Z,-83.01983968359582,0.02,8.0,0.05,0.11375392877292145,True
106_26263,2015-03-12T09:39:56.726000Z,18.185107074741722,0.02,50.0,0.105,0.0,True
106_26264,2015-03-12T09:40:18.321000Z,31.10157366573236,0.03,66.0,0.115,0.0,True
106_26265,2015-03-12T09:41:04.035000Z,-82.9540601596841,0.05,5.0,0.005,-0.9214325798681613,True
106_26266,2015-03-12T09:41:26.817000Z,-8.684141312622614,0.26,53.0,0.095,-0.9842865159736324,True
106_26267,2015-03-12T09:42:03.649000Z,-79.38919482097526,0.05,58.0,0.11,0.7642977396044841,True
106_26268,2015-03-12T09:43:28.245000Z,-65.7369760201376,0.05,9.0,0.005,0.0,True
106_26269,2015-03-12T09:44:32.325000Z,39.54000633470814,0.17,54.0,0.03,0.0,True
106_26270,2015-03-12T09:44:47.828000Z,-84.50375301220703,0.02,10.0,0.01,0.599306157327623,True
106_26271,2015-03-12T09:50:15.483000Z,-77.00141174535838,0.03,50.0,0.12,0.053922979670755544,True
106_26272,2015-03-12T09:50:40.165000Z,-63.002493571819855,0.02,18.0,0.01,0.0,True
106_26273,2015-03-12T09:50:45.156000Z,-75.246768705367,0.02,11.0,0.005,0.0,True
106_26274,2015-03-12T09:51:49.001000Z,-40.542968816811936,0.25,70.0,0.13,-0.709899974678805,True
106_26275,2015-03-12T09:52:00.618000Z,-78.78454412676535,0.02,11.0,0.01,0.5472307430931291,True
106_26276,2015-03-12T09:52:15.560000Z,-63.20184360726785,0.02,8.0,0.005,0.4830645860243059,True
106_26277,2015-03-12T09:53:22.733000Z,-86.01367535124473,0.03,51.0,0.12,0.0,True
106_26278,2015-03-12T09:54:33.448000Z,36.42246107449188,0.02,35.0,0.01,0.0,True
106_26279,2015-03-12T09:58:46.427000Z,-66.41476791613206,0.02,58.0,0.12,0.6247634490940381,True
106_26281,2015-03-12T09:59:25.230000Z,-1.4708194970176578,0.05,59.0,0.125,0.4343145750507619,True
106_26282,2015-03-12T09:59:43.313000Z,-66.80221943535122,0.03,11.0,0.005,-0.8585786437626906,True
106_26283,2015-03-12T10:00:23.734000Z,63.87224643339334,0.02,25.0,0.005,0.19534533133618803,True
106_26284,2015-03-12T10:01:02.956000Z,-63.98433362646142,0.02,11.0,0.005,0.9371460638945291,True
106_26287,2015-03-12T10:06:35.251000Z,-89.57704178414986,0.04,65.0,0.12,0.7171572875253809,True
106_26288,2015-03-12T10:08:59.883000Z,-85.49865691254791,0.04,10.0,0.005,1.0,True
106_26290,2015-03-12T10:16:24.656000Z,13.468556765405083,0.28,14.0,0.005,-0.007155704091337811,True
106_26291,2015-03-12T10:19:22.706000Z,-25.292730189727195,0.19,59.0,0.09,0.0,True
106_26292,2015-03-12T10:24:07.304000Z,42.857609148851225,0.2,60.0,0.03,0.0,True
106_26293,2015-03-12T10:32:12.187000Z,-77.16288918999794,0.03,53.0,0.005,0.9057190958417937,True
106_26294,2015-03-12T10:32:18.530000Z,-67.96534345598889,0.02,48.0,0.015,0.3593502526610721,True
106_26295,2015-03-12T10:33:24.320000Z,25.38868825976033,0.25,10.0,0.005,-0.38456880518163883,True
106_26296,2015-03-12T10:33:31.259000Z,-79.31785889614008,0.03,11.0,0.005,0.0,True
106_26297,2015-03-12T10:35:28.699000Z,0.7721094545693177,0.19,52.0,0.115,0.0,True
106_26298,2015-03-12T10:36:00.701000Z,18.475979099578467,0.05,54.0,0.145,0.0,True
106_26299,2015-03-12T10:36:11.210000Z,-71.04210445961417,0.02,56.0,0.14,-0.7957247076572196,True
106_26301,2015-03-12T10:36:33.272000Z,14.065083356730952,0.23,3.0,0.005,0.0,True
106_26302,2015-03-12T10:37:25.652000Z,-68.64617637809977,0.05,50.0,0.105,0.0,True
106_26303,2015-03-12T10:38:20.370000Z,-60.6337567010072,0.02,56.0,0.1,0.8428651597363228,True
106_26304,2015-03-12T10:39:11.402000Z,48.981341499661085,0.19,57.0,0.03,0.0,True
106_26305,2015-03-12T10:39:38.984000Z,49.06534595847819,0.04,18.0,0.015,0.025882799152148084,True
106_26307,2015-03-12T10:40:20.779000Z,-52.72753244178023,0.02,56.0,0.1,-0.6378220885998529,True
106_26308,2015-03-12T10:43:41.980000Z,-85.3028178274219,0.02,59.0,0.13,-0.9528595479208969,True
106_26309,2015-03-12T10:44:39.560000Z,33.97850031878181,0.26,9.0,0.005,0.8148147052378145,True
106_26310,2015-03-12T10:46:31.560000Z,-60.65006703812526,0.09,55.0,0.1,0.44644805746305993,True
106_26312,2015-03-12T10:47:59.642000Z,-57.17730421075328,0.02,61.0,0.14,-0.15877807863343563,True
106_26313,2015-03-12T10:48:53.954000Z,30.39882843056887,0.16,56.0,0.095,-0.13125027755577745,True
106_26317,2015-03-12T10:59:40.336000Z,31.1654436761537,0.25,11.0,0.005,0.7715538262062863,True
106_26318,2015-03-12T11:00:08.334000Z,35.97002538797625,0.26,9.0,0.005,0.7552322680508105,True
106_26319,2015-03-12T11:00:16.493000Z,-4.777799989172422,0.02,17.0,0.02,0.0,True
106_26320,2015-03-12T11:00:24.156000Z,24.269296936134992,0.18,54.0,0.03,-0.19477018080029163,True
106_26321,2015-03-12T11:02:50.958000Z,42.00278732641618,0.25,14.0,0.005,0.7715538262062863,True
106_26322,2015-03-12T11:02:59.591000Z,-63.30128485128512,0.05,14.0,0.005,0.0,True
106_26323,2015-03-12T11:05:45.556000Z,78.96313698978736,0.14,59.0,0.03,-0.8585786437626906,True
106_26325,2015-03-12T11:10:39.011000Z,62.70125786547476,0.04,22.0,0.005,0.7485842555781164,True
106_26326,2015-03-12T11:20:56.729000Z,22.612826809228125,0.15,51.0,0.04,-0.6700168354462779,True
106_26327,2015-03-12T11:21:11.216000Z,24.38370125627955,0.04,10.0,0.005,0.0,True
106_26328,2015-03-12T11:24:05.170000Z,-85.6239487721457,0.05,49.0,0.14,-0.9842865159736324,True
106_26329,2015-03-12T11:25:21.908000Z,-81.45878910776844,0.21,51.0,0.09,0.0,True
106_26331,2015-03-12T11:26:12.897000Z,-2.668089207622529,0.05,55.0,0.085,0.0,True
106_26332,2015-03-12T11:27:59.045000Z,6.311198599507463,0.02,52.0,0.135,-0.8585786437626906,True
106_26334,2015-03-12T11:30:14.604000Z,73.98285089749572,0.03,51.0,0.14,0.0110486911085943,True
106_26335,2015-03-12T11:30:32.994000Z,-9.805856482832098,0.18,7.0,0.005,0.0,True
106_26336,2015-03-12T11:33:38.467000Z,-59.03378890997999,0.02,10.0,0.005,0.0,True
106_26337,2015-03-12T11:34:32.510000Z,-2.949659806952127,0.05,57.0,0.135,0.0,True
106_26339,2015-03-12T11:35:20.484000Z,-42.21168806921685,0.03,29.0,0.005,0.9371460638945291,True
106_26340,2015-03-12T11:35:54.405000Z,-1.508584485855181,0.17,50.0,0.1,-0.9214325798681613,True
106_26341,2015-03-12T11:37:07.559000Z,-54.65850601372995,0.03,29.0,0.01,-0.2913236124843567,True
106_26342,2015-03-12T11:38:33.455000Z,-67.5273679536561,0.02,8.0,0.005,0.0,True
106_26343,2015-03-12T11:40:16.861000Z,46.61628528498818,0.17,56.0,0.03,0.0,True
106_26344,2015-03-12T11:40:31.537000Z,28.248476162552038,0.05,7.0,0.005,0.0,True
106_26345,2015-03-12T11:41:08.463000Z,34.945329809157215,0.26,9.0,0.005,0.7628794251959612,True
106_26346,2015-03-12T11:41:33.105000Z,24.36495550517759,0.25,8.0,0.005,0.7454415587728429,True
106_26347,2015-03-12T11:43:46.051000Z,40.16274118923275,0.25,7.0,0.005,1.0,True
106_26348,2015-03-12T11:45:26.769000Z,67.16975803490385,0.04,58.0,0.09,-0.6071628993408069,True
106_26349,2015-03-12T11:45:49.656000Z,86.19193694404328,0.01,9.0,0.005,0.9685730319472645,True
106_26350,2015-03-12T11:46:56.552000Z,-84.7487121570943,0.03,5.0,0.005,-0.7642977396044842,True
106_26352,2015-03-12T11:48:38.652000Z,-58.616496439726575,0.02,54.0,0.09,0.8742921277890582,True
106_26353,2015-03-12T11:49:13.748000Z,71.62991107617631,0.05,51.0,0.125,0.9371460638945291,True
106_26354,2015-03-12T11:50:08.131000Z,6.342420968349813,0.18,54.0,0.145,0.0,True
106_26355,2015-03-12T11:51:21.508000Z,-68.37280761324769,0.02,55.0,0.135,0.8742921277890582,True
106_26356,2015-03-12T11:52:02.031000Z,-87.73354325902238,0.05,5.0,0.005,-0.9842865159736323,True
106_26357,2015-03-12T11:53:32.810000Z,-72.64114318413971,0.02,55.0,0.03,0.8742921277890582,True
106_26360,2015-03-12T11:58:16.535000Z,-61.66930996693986,0.22,12.0,0.005,-0.6997186980173833,True
106_26361,2015-03-12T11:59:10.736000Z,25.09215239518926,0.21,50.0,0.085,0.0,True
106_26362,2015-03-12T11:59:48.720000Z,5.703577785178538,0.13,51.0,0.01,0.0327587914302061,True
106_26363,2015-03-12T12:07:34.236000Z,40.427261824731545,0.16,57.0,0.095,0.0,True
106_26364,2015-03-12T12:09:46.257000Z,37.39867379375528,0.17,56.0,0.105,0.0,True
106_26365,2015-03-12T12:11:08.568000Z,83.37935064002727,0.03,23.0,0.01,-0.7077123013785354,True
106_26366,2015-03-12T12:14:29.436000Z,-82.72563959698147,0.05,49.0,0.095,0.053922979670755544,True
106_26367,2015-03-12T12:15:41.147000Z,72.49467432257467,0.02,59.0,0.105,0.0,True
106_26368,2015-03-12T12:16:36.270000Z,-65.1453010269168,0.02,14.0,0.005,0.5269614898353778,True
106_26370,2015-03-12T12:27:48.729000Z,42.5163790795761,0.09,13.0,0.005,0.0,True
