event_id,datetime,phi,dt,phi_error,dt_error,quality,success
24_5750,2015-02-03T04:45:41.311000Z,69.52860815856224,0.04,22.0,0.005,0.8114381916835873,True
24_5753,2015-02-03T04:54:09.479000Z,-77.67289202036494,0.03,45.0,0.005,0.6857303194726456,True
24_5754,2015-02-03T04:58:58.553000Z,8.278636428498771,0.14,49.0,0.1,0.0,True
24_5756,2015-02-03T04:59:56.868000Z,-16.009128642378244,0.03,24.0,0.005,-0.17537887487646786,True
24_5757,2015-02-03T05:00:32.700000Z,-80.00865673511953,0.05,5.0,0.005,0.0,True
24_5758,2015-02-03T05:04:23.860000Z,-76.03262701051347,0.03,15.0,0.01,0.0,True
24_5759,2015-02-03T05:06:47.336000Z,-87.6402347314102,0.02,48.0,0.1,0.5269614898353778,True
24_5760,2015-02-03T05:14:31.271000Z,-58.82925011208704,0.03,50.0,0.095,0.7485842555781164,True
24_5761,2015-02-03T05:14:40.945000Z,9.82546548317373,0.19,7.0,0.005,0.0,True
24_5763,2015-02-03T05:16:08.668000Z,-76.3095688837061,0.11,4.0,0.005,0.07450380342405338,True
24_5764,2015-02-03T05:21:17.559000Z,-57.22293086949276,0.03,23.0,0.005,0.6228763833671747,True
24_5765,2015-02-03T05:21:39.770000Z,-87.87052687211411,0.04,11.0,0.005,0.0,True
24_5766,2015-02-03T05:22:47.596000Z,37.080457866221025,0.03,61.0,0.12,0.8114381916835873,True
24_5767,2015-02-03T05:23:52.208000Z,-4.543012607660103,0.02,54.0,0.105,-0.6460975931414892,True
24_5768,2015-02-03T05:24:41.519000Z,-3.6907107361247142,0.02,53.0,0.145,-0.6433177573494551,True
24_5769,2015-02-03T05:25:46.751000Z,-63.48912216601542,0.02,58.0,0.09,0.0,True
24_5771,2015-02-03T05:30:35.776000Z,26.27612529004051,0.27,15.0,0.005,0.0,True
24_5772,2015-02-03T05:31:37.724000Z,-52.10271485154345,0.27,55.0,0.13,0.0,True
24_5774,2015-02-03T05:40:02.519000Z,-63.62640102221877,0.02,9.0,0.005,0.9685730319472645,True
24_5775,2015-02-03T05:42:51.789000Z,51.248544183357836,0.01,52.0,0.095,0.7485842555781164,True
24_5777,2015-02-03T05:44:15.471000Z,46.97587681548296,0.02,27.0,0.005,0.9371460638945291,True
24_5778,2015-02-03T05:44:30.624000Z,29.996232247030093,0.02,32.0,0.005,0.37146063894529113,True
24_5781,2015-02-03T05:55:41.612000Z,23.08402567281746,0.22,53.0,0.075,0.0,True
24_5782,2015-02-03T05:56:45.616000Z,-74.22895430987353,0.02,27.0,0.01,-0.5568769643864607,True
24_5784,2015-02-03T06:00:32.364000Z,-70.08284683050306,0.22,53.0,0.09,-0.6385898673935424,True
24_5785,2015-02-03T06:15:57.549000Z,-73.91355811465803,0.02,18.0,0.005,1.0,True
24_5786,2015-02-03T06:36:18.951000Z,-72.39263775566644,0.02,50.0,0.105,-0.9528595479208969,True
24_5787,2015-02-03T06:50:40.984000Z,29.42347722678022,0.26,50.0,0.12,0.7628794251959612,True
24_5789,2015-02-03T07:09:57.950000Z,53.60962785101407,0.11,23.0,0.015,0.5864231490377245,True
