event_id,datetime,phi,dt,phi_error,dt_error,quality,success
124_30750,2015-03-15T20:36:40.646000Z,-89.95460223162007,0.02,41.0,0.01,0.0,True
124_30751,2015-03-15T20:37:32.112000Z,-79.97689423148358,0.05,49.0,0.095,0.0,True
124_30752,2015-03-15T20:38:13.328000Z,21.349947971427127,0.25,58.0,0.12,-0.07118022585675643,True
124_30753,2015-03-15T20:38:22.224000Z,10.381132666245776,0.19,49.0,0.075,-0.7328707715517487,True
124_30755,2015-03-15T20:39:59.835000Z,85.7595845242763,0.04,10.0,0.005,0.29044223475306663,True
124_30756,2015-03-15T20:40:43.280000Z,6.589708876717339,0.13,49.0,0.05,0.0,True
124_30757,2015-03-15T20:40:49.085000Z,-78.35725234141859,0.09,55.0,0.115,0.6718928208837023,True
124_30760,2015-03-15T20:41:57.480000Z,57.39986500051822,0.02,21.0,0.01,0.9057190958417937,True
124_30761,2015-03-15T20:43:03.156000Z,-24.55200416450282,0.03,64.0,0.1,0.0,True
124_30762,2015-03-15T20:44:12.377000Z,-69.26849701663761,0.03,51.0,0.11,1.0,True
124_30763,2015-03-15T20:45:23.074000Z,19.44753280079925,0.15,49.0,0.09,-0.19308543753931984,True
124_30764,2015-03-15T20:45:51.756000Z,-77.8968411500922,0.06,55.0,0.12,0.0,True
124_30765,2015-03-15T20:46:05.447000Z,40.29866677680195,0.08,54.0,0.05,0.1616608681446392,True
124_30767,2015-03-15T20:52:05.168000Z,-47.844357337282474,0.02,55.0,0.045,0.0,True
124_30768,2015-03-15T20:52:25.670000Z,-83.61605865763323,0.16,54.0,0.1,0.0,True
124_30769,2015-03-15T20:54:36.734000Z,-59.310864598086596,0.04,15.0,0.035,0.8114381916835873,True
124_30771,2015-03-15T20:55:59.160000Z,13.552797558848567,0.18,54.0,0.055,0.0,True
124_30772,2015-03-15T20:56:07.406000Z,47.604126825194044,0.07,65.0,0.08,0.1268398387634878,True
124_30773,2015-03-15T20:56:35.314000Z,-83.35078481580285,0.03,49.0,0.105,-0.9214325798681613,True
124_30774,2015-03-15T20:56:46.830000Z,-78.5207542214896,0.1,54.0,0.09,0.28663551469891013,True
124_30775,2015-03-15T20:56:54.970000Z,-82.00238346327637,0.06,50.0,0.065,-0.7014438034990133,True
124_30776,2015-03-15T20:58:12.058000Z,73.72068892474203,0.03,65.0,0.11,0.0,True
124_30777,2015-03-15T20:58:24.088000Z,4.960451820749029,0.12,54.0,0.105,0.0,True
124_30778,2015-03-15T20:58:46.560000Z,75.93621392787713,0.03,62.0,0.125,0.0,True
124_30779,2015-03-15T20:59:01.878000Z,-7.277667153242305,0.26,58.0,0.125,0.6910229811796582,True
124_30780,2015-03-15T20:59:25.162000Z,-9.439220981106985,0.17,61.0,0.105,0.7485842555781164,True
124_30782,2015-03-15T20:59:58.044000Z,9.624221741034603,0.17,52.0,0.05,0.0,True
124_30783,2015-03-15T21:00:07.442000Z,75.7110866375786,0.03,55.0,0.105,0.9057190958417937,True
124_30784,2015-03-15T21:01:25.136000Z,-51.6591107974308,0.21,56.0,0.13,-0.5082489471189978,True
124_30785,2015-03-15T21:02:30.468000Z,72.90746084859745,0.02,13.0,0.005,0.9057190958417937,True
124_30786,2015-03-15T21:02:36.412000Z,87.97184093657631,0.03,53.0,0.135,-0.7328707715517487,True
124_30787,2015-03-15T21:03:45.218000Z,-86.0186729297348,0.04,49.0,0.095,0.0,True
124_30789,2015-03-15T21:08:36.218000Z,68.84309890870043,0.07,53.0,0.06,0.0,True
