event_id,datetime,phi,dt,phi_error,dt_error,quality,success
9_2001,2015-01-29T23:04:17.186000Z,35.84369255564218,0.18,52.0,0.03,0.9371460638945291,True
9_2003,2015-01-29T23:05:32.928000Z,-67.2367351007565,0.03,25.0,0.04,1.0,True
9_2006,2015-01-29T23:17:34.764000Z,-0.3924469765765366,0.16,50.0,0.13,0.0,True
9_2008,2015-01-29T23:27:11.000000Z,18.220034738932384,0.25,8.0,0.005,0.7715538262062863,True
9_2009,2015-01-29T23:29:14.611000Z,82.93376087794599,0.03,56.0,0.11,0.0,True
9_2010,2015-01-29T23:31:00.960000Z,69.71811911194618,0.03,57.0,0.115,0.0,True
9_2011,2015-01-29T23:31:12.880000Z,-14.600653514057512,0.01,72.0,0.145,0.8428651597363228,True
9_2013,2015-01-29T23:35:48.386000Z,-58.64888675040896,0.03,18.0,0.01,1.0,True
9_2014,2015-01-29T23:37:29.240000Z,-66.30355158789035,0.21,52.0,0.09,-0.7328707715517487,True
9_2015,2015-01-29T23:39:57.360000Z,20.48159215620649,0.03,11.0,0.01,0.0,True
9_2016,2015-01-29T23:40:57.409000Z,-30.334213433491982,0.23,59.0,0.095,0.9560359930726436,True
9_2017,2015-01-29T23:42:25.002000Z,-62.722765469295155,0.03,12.0,0.005,0.7171572875253809,True
9_2019,2015-01-30T00:03:41.834000Z,48.33013996806005,0.03,17.0,0.005,0.001729891323724364,True
9_2021,2015-01-30T00:07:28.370000Z,15.279383585847086,0.16,48.0,0.03,1.0,True
9_2022,2015-01-30T00:07:58.131000Z,76.95276970707232,0.01,32.0,0.01,0.0,True
9_2023,2015-01-30T00:08:47.086000Z,-75.72325677940239,0.05,48.0,0.105,0.0,True
9_2024,2015-01-30T00:09:20.818000Z,89.85585044226644,0.13,52.0,0.04,0.053922979670755544,True
9_2025,2015-01-30T00:09:26.059000Z,-42.281703691553275,0.04,53.0,0.135,-0.6192113447068046,True
9_2026,2015-01-30T00:09:45.595000Z,-37.029378124055086,0.16,63.0,0.11,0.8114381916835873,True
9_2027,2015-01-30T00:15:18.437000Z,-49.51995866537629,0.04,46.0,0.015,0.741532293012153,True
9_2028,2015-01-30T00:17:55.549000Z,88.58214331940451,0.21,52.0,0.085,-0.6700168354462779,True
9_2029,2015-01-30T00:18:26.883000Z,26.349345889127505,0.17,56.0,0.03,-0.6176543210566221,True
9_2030,2015-01-30T00:20:47.287000Z,-59.587180287675665,0.03,23.0,0.015,0.38717412297165876,True
9_2031,2015-01-30T00:21:17.414000Z,71.52369897843954,0.03,18.0,0.01,0.9057190958417937,True
9_2032,2015-01-30T00:22:26.031000Z,-78.29688959724865,0.17,50.0,0.04,-0.9528595479208969,True
9_2034,2015-01-30T00:23:22.224000Z,10.931851527866797,0.03,62.0,0.145,0.0,True
9_2035,2015-01-30T00:27:28.295000Z,10.441706893722483,0.03,52.0,0.105,0.0,True
9_2037,2015-01-30T00:29:28.260000Z,52.38180031058084,0.04,11.0,0.005,0.7171572875253809,True
9_2038,2015-01-30T00:29:44.768000Z,31.99447795635035,0.25,50.0,0.12,0.7285430257133023,True
9_2040,2015-01-30T00:31:02.390000Z,17.04462707775133,0.05,55.0,0.145,0.11375392877292145,True
9_2041,2015-01-30T00:31:26.434000Z,37.51301659302294,0.25,11.0,0.005,0.780708210621353,True
9_2042,2015-01-30T00:31:55.918000Z,2.7201586519610146,0.12,52.0,0.015,-0.6700168354462779,True
9_2044,2015-01-30T00:33:06.617000Z,67.58666515338041,0.01,53.0,0.13,0.9685730319472645,True
9_2045,2015-01-30T00:33:54.054000Z,5.417374739803336,0.17,50.0,0.115,-0.10336611371839699,True
9_2046,2015-01-30T00:35:07.357000Z,77.74100304540701,0.02,63.0,0.145,0.43557086634938813,True
9_2049,2015-01-30T00:41:16.169000Z,7.311594572870945,0.15,50.0,0.105,0.0,True
9_2050,2015-01-30T00:41:45.392000Z,5.320290228266799,0.25,7.0,0.005,-0.7937758620778634,True
9_2051,2015-01-30T00:41:55.055000Z,-60.96714996213666,0.02,6.0,0.005,0.9371460638945291,True
9_2053,2015-01-30T00:44:09.046000Z,37.58406715788601,0.25,50.0,0.12,0.0,True
9_2054,2015-01-30T00:44:30.918000Z,-60.05168832073025,0.02,5.0,0.005,0.9685730319472645,True
9_2055,2015-01-30T00:45:30.941000Z,-52.18949452132256,0.02,51.0,0.095,0.9371460638945291,True
9_2056,2015-01-30T00:51:49.426000Z,-78.27886681645168,0.03,8.0,0.005,0.9057190958417937,True
9_2057,2015-01-30T00:53:28.080000Z,77.49259913088645,0.02,26.0,0.01,0.9371460638945291,True
9_2058,2015-01-30T00:55:43.321000Z,67.40737090754192,0.02,22.0,0.01,0.9057190958417937,True
9_2059,2015-01-30T00:56:03.137000Z,2.5447368494336047,0.16,52.0,0.04,0.38531348951450095,True
9_2060,2015-01-30T00:56:20.065000Z,61.04155527616592,0.02,26.0,0.01,0.8742921277890582,True
9_2061,2015-01-30T00:59:13.196000Z,72.56032549452948,0.02,35.0,0.01,0.9685730319472645,True
9_2062,2015-01-30T01:02:51.909000Z,40.25322848216143,0.18,53.0,0.03,-0.19477018080029163,True
9_2063,2015-01-30T01:03:37.202000Z,74.15579914412103,0.01,31.0,0.03,0.0,True
9_2064,2015-01-30T01:03:44.270000Z,63.29480021248639,0.01,61.0,0.14,0.0,True
9_2065,2015-01-30T01:04:15.812000Z,-68.01796121931818,0.03,14.0,0.005,0.7485842555781164,True
9_2067,2015-01-30T01:06:03.139000Z,-80.74450996616247,0.02,14.0,0.01,0.38531348951450095,True
9_2068,2015-01-30T01:06:17.743000Z,32.26032490937433,0.25,50.0,0.12,-0.19661825871991456,True
9_2069,2015-01-30T01:06:58.619000Z,32.75376876875032,0.25,52.0,0.12,-0.2279640512431823,True
9_2071,2015-01-30T01:09:34.532000Z,-80.20423697998774,0.07,55.0,0.07,0.3738703833867929,True
9_2073,2015-01-30T01:11:59.192000Z,-79.17375568403355,0.05,6.0,0.005,0.9685730319472645,True
9_2074,2015-01-30T01:12:55.126000Z,26.861453973321375,0.25,8.0,0.005,-0.19661825871991456,True
9_2076,2015-01-30T01:13:59.251000Z,53.30631257192084,0.03,18.0,0.005,0.0,True
9_2078,2015-01-30T01:16:00.500000Z,-88.00614398980633,0.01,51.0,0.09,0.07450380342405338,True
9_2079,2015-01-30T01:17:46.184000Z,9.284388000597971,0.21,6.0,0.005,-0.9842865159736323,True
9_2080,2015-01-30T01:18:53.348000Z,24.70126572815917,0.26,48.0,0.125,0.6602975351450422,True
9_2081,2015-01-30T01:19:25.172000Z,11.385451691957769,0.23,57.0,0.1,0.0,True
9_2082,2015-01-30T01:20:58.097000Z,-79.4107057865404,0.05,49.0,0.1,-0.9214325798681613,True
9_2084,2015-01-30T01:21:12.222000Z,24.826994553320446,0.25,50.0,0.12,0.8058637362858528,True
9_2087,2015-01-30T01:23:54.397000Z,-89.7910747580608,0.02,52.0,0.09,0.0,True
9_2088,2015-01-30T01:25:10.171000Z,-85.44093537489744,0.02,49.0,0.11,-0.8585786437626906,True
9_2089,2015-01-30T01:25:16.830000Z,37.953105956374145,0.25,10.0,0.005,0.0,True
9_2090,2015-01-30T01:25:42.215000Z,6.074646618793395,0.18,48.0,0.11,0.0,True
9_2091,2015-01-30T01:26:24.234000Z,36.86186968981406,0.25,12.0,0.005,0.0,True
9_2092,2015-01-30T01:26:28.725000Z,-87.39827872101517,0.02,49.0,0.1,0.0,True
9_2093,2015-01-30T01:27:09.498000Z,14.985004376809343,0.25,8.0,0.005,0.9310752781365741,True
9_2094,2015-01-30T01:28:15.259000Z,7.252597212401611,0.21,51.0,0.085,0.0,True
9_2095,2015-01-30T01:28:34.681000Z,14.064816061247939,0.25,48.0,0.12,0.7454415587728429,True
9_2096,2015-01-30T01:29:08.307000Z,5.018355660715201,0.15,49.0,0.06,-0.890005611815426,True
9_2097,2015-01-30T01:29:24.510000Z,7.431628811365044,0.03,14.0,0.005,0.47979111507912775,True
9_2098,2015-01-30T01:30:16.461000Z,24.25016895652459,0.01,10.0,0.005,0.0,True
9_2099,2015-01-30T01:31:39.851000Z,-84.85839148047353,0.05,51.0,0.08,0.8114381916835873,True
9_2101,2015-01-30T01:32:31.680000Z,-70.21283414155909,0.03,10.0,0.005,0.7485842555781164,True
9_2102,2015-01-30T01:33:25.735000Z,35.976544680210736,0.25,10.0,0.005,0.788807033413036,True
9_2103,2015-01-30T01:34:18.995000Z,22.447430069374946,0.14,49.0,0.03,1.0,True
9_2104,2015-01-30T01:34:32.410000Z,37.99263226959499,0.17,56.0,0.1,-0.25679577908199047,True
9_2105,2015-01-30T01:36:06.379000Z,-56.60477080132898,0.02,9.0,0.005,1.0,True
9_2106,2015-01-30T01:36:38.708000Z,70.29651679813264,0.05,55.0,0.085,0.0,True
9_2107,2015-01-30T01:37:03.826000Z,-29.121754745245198,0.04,47.0,0.095,-0.7642977396044841,True
9_2108,2015-01-30T01:37:31.496000Z,-89.21802902601928,0.02,48.0,0.11,0.9685730319472645,True
9_2109,2015-01-30T01:38:59.391000Z,24.562246509753322,0.25,6.0,0.005,0.7102576708798822,True
9_2111,2015-01-30T01:41:53.238000Z,30.80303397397529,0.17,54.0,0.03,-0.3437739241304738,True
9_2114,2015-01-30T01:43:14.859000Z,11.37796997981502,0.2,50.0,0.065,0.0327587914302061,True
9_2115,2015-01-30T01:43:41.263000Z,5.931177305269216,0.16,48.0,0.11,0.0,True
9_2116,2015-01-30T01:44:37.311000Z,23.483560659162322,0.15,62.0,0.03,0.943344227626747,True
9_2117,2015-01-30T01:45:44.855000Z,24.19547643170887,0.04,9.0,0.005,0.4468803402294479,True
9_2118,2015-01-30T01:49:49.670000Z,-79.62305493364096,0.03,12.0,0.005,0.9685730319472645,True
9_2119,2015-01-30T01:50:03.625000Z,12.951960102745204,0.27,49.0,0.125,-0.9528595479208969,True
9_2120,2015-01-30T01:51:04.435000Z,89.40084958297757,0.03,24.0,0.005,0.8114381916835873,True
9_2121,2015-01-30T01:52:06.774000Z,64.91045847002533,0.04,14.0,0.005,0.9371460638945291,True
9_2122,2015-01-30T01:54:03.928000Z,-61.298546914883275,0.02,8.0,0.005,0.9685730319472645,True
9_2123,2015-01-30T01:54:45.003000Z,29.802829866426237,0.25,8.0,0.005,0.0,True
9_2124,2015-01-30T01:54:51.702000Z,-4.199579099434004,0.18,51.0,0.11,0.0,True
9_2125,2015-01-30T01:55:34.547000Z,5.275637082174171,0.16,48.0,0.105,0.0,True
9_2126,2015-01-30T01:56:06.778000Z,33.07850047850559,0.17,52.0,0.03,-0.13176385961431714,True
9_2127,2015-01-30T01:56:21.361000Z,-67.10018687606419,0.02,10.0,0.005,1.0,True
9_2128,2015-01-30T01:56:49.810000Z,89.35991531037001,0.02,46.0,0.12,0.5269614898353778,True
9_2129,2015-01-30T01:59:13.609000Z,-62.07513049341213,0.02,7.0,0.005,0.9685730319472645,True
9_2131,2015-01-30T01:59:35.390000Z,-77.18196854465054,0.05,59.0,0.115,-0.7328707715517487,True
9_2132,2015-01-30T01:59:51.541000Z,-73.56583813194447,0.06,56.0,0.1,0.8490769143643764,True
9_2134,2015-01-30T02:04:28.356000Z,88.05019676253238,0.02,48.0,0.105,1.0,True
9_2135,2015-01-30T02:04:38.702000Z,31.704071677915636,0.25,7.0,0.005,0.682587622667372,True
9_2137,2015-01-30T02:05:19.009000Z,-89.95517041811365,0.02,48.0,0.105,0.9685730319472645,True
9_2138,2015-01-30T02:05:25.686000Z,-88.69119616458141,0.02,47.0,0.095,0.9685730319472645,True
9_2141,2015-01-30T02:06:25.716000Z,-87.62991130311525,0.02,49.0,0.1,0.5055243455542971,True
9_2142,2015-01-30T02:07:24.107000Z,29.15242446492357,0.26,5.0,0.005,0.699193258484611,True
9_2144,2015-01-30T02:08:12.882000Z,1.2778595410855473,0.17,49.0,0.11,0.1986123146552461,True
9_2145,2015-01-30T02:08:47.832000Z,74.71568815927816,0.01,8.0,0.005,0.8742921277890582,True
9_2146,2015-01-30T02:10:45.610000Z,39.785295301111546,0.25,11.0,0.005,0.6872898237648994,True
9_2147,2015-01-30T02:13:14.315000Z,-83.74638918203709,0.05,51.0,0.105,0.0110486911085943,True
9_2148,2015-01-30T02:13:37.291000Z,29.236183406145926,0.26,5.0,0.005,0.6721333654355286,True
9_2151,2015-01-30T02:21:21.084000Z,86.3460529893855,0.03,51.0,0.115,1.0,True
9_2155,2015-01-30T02:23:18.919000Z,34.95936439916318,0.04,10.0,0.005,0.9685730319472645,True
9_2156,2015-01-30T02:23:39.183000Z,43.1318189158884,0.25,54.0,0.12,0.0,True
9_2160,2015-01-30T02:28:09.311000Z,-48.69858580757159,0.03,16.0,0.005,0.7485842555781164,True
9_2161,2015-01-30T02:31:40.535000Z,-88.31629024463018,0.02,52.0,0.14,0.0,True
9_2162,2015-01-30T02:33:22.069000Z,-4.508486202596714,0.14,50.0,0.13,-0.9528595479208969,True
9_2163,2015-01-30T02:33:37.551000Z,37.8290610734108,0.04,9.0,0.005,0.9685730319472645,True
9_2164,2015-01-30T02:33:51.834000Z,-73.87396605619006,0.03,9.0,0.005,0.9685730319472645,True
9_2165,2015-01-30T02:34:39.970000Z,-89.540435226552,0.03,64.0,0.115,0.9371460638945291,True
9_2166,2015-01-30T02:37:59.550000Z,19.596134001548876,0.26,9.0,0.005,0.9584392096874728,True
9_2167,2015-01-30T02:38:15.837000Z,2.779641567161434,0.15,49.0,0.09,-0.9528595479208969,True
9_2168,2015-01-30T02:38:31.970000Z,-76.43400353208267,0.03,11.0,0.005,0.9371460638945291,True
9_2172,2015-01-30T02:42:18.617000Z,-70.54548943052043,0.03,15.0,0.005,0.8742921277890582,True
9_2173,2015-01-30T02:43:01.145000Z,27.870066220593003,0.16,52.0,0.095,-0.25619585994333693,True
9_2175,2015-01-30T02:44:31.580000Z,-58.19535928299774,0.03,13.0,0.005,0.006192010000093395,True
9_2176,2015-01-30T02:46:21.746000Z,-69.70391392831732,0.02,36.0,0.01,0.4343145750507619,True
9_2177,2015-01-30T02:46:49.136000Z,-56.66695359742971,0.03,24.0,0.035,0.0,True
9_2178,2015-01-30T02:49:58.630000Z,-67.55682203500328,0.03,7.0,0.005,0.006192010000093395,True
9_2179,2015-01-30T02:50:57.678000Z,-56.2486358611344,0.02,8.0,0.005,1.0,True
9_2182,2015-01-30T02:57:46.952000Z,5.510396166884618,0.15,52.0,0.1,0.0,True
9_2183,2015-01-30T02:58:11.962000Z,-80.18032126753707,0.09,50.0,0.045,-0.9842865159736323,True
9_2184,2015-01-30T02:58:32.160000Z,-72.89687883628903,0.02,5.0,0.005,1.0,True
9_2187,2015-01-30T03:00:01.524000Z,37.85896600316448,0.17,51.0,0.03,0.0,True
9_2188,2015-01-30T03:01:03.452000Z,-67.69507919984915,0.03,56.0,0.13,0.8428651597363228,True
9_2189,2015-01-30T03:01:56.343000Z,-66.11355653868708,0.02,6.0,0.005,0.9685730319472645,True
9_2190,2015-01-30T03:03:04.085000Z,35.844525433256536,0.04,12.0,0.005,0.0,True
9_2191,2015-01-30T03:06:25.538000Z,41.8105423089923,0.25,53.0,0.12,0.8300326828802406,True
9_2193,2015-01-30T03:07:01.765000Z,-62.05598768328599,0.02,6.0,0.005,1.0,True
9_2194,2015-01-30T03:10:28.269000Z,-77.4165255960504,0.03,17.0,0.005,0.8428651597363228,True
9_2195,2015-01-30T03:10:34.758000Z,-73.10983543269685,0.03,10.0,0.005,0.9057190958417937,True
9_2196,2015-01-30T03:11:58.764000Z,-57.72460940809691,0.02,51.0,0.085,0.9685730319472645,True
9_2198,2015-01-30T03:13:53.910000Z,17.202851924428728,0.17,55.0,0.03,0.8713198205742508,True
9_2199,2015-01-30T03:14:40.700000Z,29.72253018657068,0.16,51.0,0.03,0.9457710472073483,True
9_2200,2015-01-30T03:15:56.263000Z,-48.86356063789981,0.21,57.0,0.085,0.7146033511662534,True
9_2202,2015-01-30T03:30:03.718000Z,-60.72040279277189,0.03,60.0,0.125,1.0,True
9_2204,2015-01-30T03:33:18.189000Z,33.87316989500863,0.25,50.0,0.12,0.0,True
9_2205,2015-01-30T03:35:49.899000Z,31.766218477918756,0.25,7.0,0.005,0.0,True
9_2206,2015-01-30T03:36:17.681000Z,25.662576118652908,0.25,47.0,0.12,0.7737258300203048,True
9_2207,2015-01-30T03:36:29.436000Z,-79.53177068850624,0.03,19.0,0.01,0.9371460638945291,True
9_2208,2015-01-30T03:38:14.351000Z,24.241329030649013,0.26,6.0,0.005,0.7280358533897895,True
9_2212,2015-01-30T03:46:47.534000Z,2.421300498345772,0.15,51.0,0.12,-0.9214325798681613,True
9_2213,2015-01-30T03:50:49.198000Z,-64.46500940794544,0.02,52.0,0.11,0.9685730319472645,True
9_2214,2015-01-30T03:50:56.856000Z,30.936840506723684,0.25,13.0,0.005,-0.3219563363052914,True
9_2216,2015-01-30T03:57:46.557000Z,7.365410027330313,0.12,50.0,0.125,-0.8585786437626906,True
9_2219,2015-01-30T04:06:35.056000Z,-79.74262293778213,0.08,7.0,0.005,-0.5973419718243271,True
9_2221,2015-01-30T04:11:04.171000Z,13.393570549700257,0.25,47.0,0.12,-0.3959314894549636,True
9_2223,2015-01-30T04:15:57.118000Z,-79.85673628448797,0.04,74.0,0.135,0.2384226894136091,True
9_2224,2015-01-30T04:17:54.309000Z,-69.09334521546975,0.02,12.0,0.01,0.9685730319472645,True
9_2225,2015-01-30T04:26:00.198000Z,-85.08015308083736,0.04,5.0,0.005,-0.890005611815426,True
9_2226,2015-01-30T04:27:42.228000Z,-75.58355981329885,0.02,6.0,0.005,0.9685730319472645,True
9_2227,2015-01-30T04:30:03.873000Z,-75.35601466836658,0.02,69.0,0.145,0.11375392877292145,True
9_2228,2015-01-30T04:34:19.167000Z,-65.81048380155426,0.02,26.0,0.01,0.4107443490112104,True
9_2230,2015-01-30T04:48:38.297000Z,-87.04460864295561,0.04,6.0,0.005,-0.6071628993408069,True
9_2231,2015-01-30T04:50:04.410000Z,-64.04251181804068,0.02,50.0,0.105,1.0,True
9_2233,2015-01-30T04:51:22.707000Z,38.151876072250616,0.19,51.0,0.03,0.8384101423235505,True
9_2235,2015-01-30T04:51:29.932000Z,37.309222133031994,0.04,52.0,0.09,0.9685730319472645,True
9_2236,2015-01-30T04:54:51.118000Z,48.0600150435547,0.04,14.0,0.005,0.8742921277890582,True
9_2237,2015-01-30T04:55:10.632000Z,-53.801135816411715,0.02,52.0,0.015,0.38531348951450095,True
9_2238,2015-01-30T04:57:15.510000Z,-62.09779704178726,0.02,52.0,0.105,0.9685730319472645,True
9_2239,2015-01-30T04:57:42.181000Z,28.06361714738216,0.05,50.0,0.105,0.0,True
9_2240,2015-01-30T05:02:03.343000Z,50.42120021051278,0.04,61.0,0.09,0.7171572875253809,True
9_2241,2015-01-30T05:03:07.227000Z,-79.78300640313057,0.03,52.0,0.12,0.9685730319472645,True
9_2242,2015-01-30T05:06:01.349000Z,-77.35468455578126,0.02,47.0,0.125,0.5661683776587858,True
9_2243,2015-01-30T05:07:35.141000Z,28.21150280406107,0.25,48.0,0.12,-0.2279640512431823,True
9_2244,2015-01-30T05:09:30.175000Z,-75.3598846993782,0.07,59.0,0.12,0.4949237277238946,True
9_2245,2015-01-30T05:13:57.829000Z,-79.302710820188,0.04,61.0,0.145,0.0,True
9_2246,2015-01-30T05:15:37.342000Z,-69.9294676139383,0.02,11.0,0.01,0.8742921277890582,True
9_2247,2015-01-30T05:21:01.926000Z,12.581066919167938,0.15,52.0,0.13,0.0,True
9_2248,2015-01-30T05:21:35.168000Z,36.068983943245314,0.04,56.0,0.105,0.0,True
9_2249,2015-01-30T05:25:51.993000Z,-71.25442761324166,0.03,50.0,0.135,0.21291285562556284,True
