event_id,datetime,phi,dt,phi_error,dt_error,quality,success
421_105000,2019-04-20T15:41:57.669000Z,-68.83555027241107,0.01,54.0,0.13,0.8428651597363228,True
421_105001,2019-04-20T15:42:13.944000Z,-83.80573796939177,0.03,52.0,0.135,0.0,True
421_105003,2019-04-20T15:45:02.676000Z,-80.78401788522353,0.03,54.0,0.14,-0.9842865159736324,True
421_105004,2019-04-20T15:47:47.512000Z,83.10245692012523,0.01,15.0,0.01,-0.7014438034990133,True
421_105005,2019-04-20T15:48:46.048000Z,72.24423150139603,0.02,49.0,0.1,0.9685730319472645,True
421_105007,2019-04-20T16:22:40.080000Z,-75.96635578901618,0.08,50.0,0.055,0.0,True
421_105008,2019-04-20T16:25:41.028000Z,-59.68265896529783,0.13,53.0,0.125,-0.7014438034990133,True
421_105009,2019-04-20T16:26:13.864000Z,25.52712375035793,0.05,6.0,0.005,0.0,True
421_105010,2019-04-20T16:26:30.815000Z,15.539516315120409,0.04,9.0,0.01,0.0,True
421_105011,2019-04-20T16:26:47.242000Z,-72.42736481512452,0.02,9.0,0.005,0.6857303194726456,True
421_105012,2019-04-20T16:29:50.414000Z,77.0343227456492,0.02,32.0,0.01,1.0,True
421_105014,2019-04-20T16:34:28.166000Z,18.196685048918653,0.05,6.0,0.005,0.0,True
421_105015,2019-04-20T16:35:24.779000Z,22.467398317743232,0.05,7.0,0.005,-0.7957247076572196,True
421_105016,2019-04-20T16:37:07.544000Z,23.7791912894088,0.05,8.0,0.005,0.0,True
421_105017,2019-04-20T16:38:07.344000Z,4.711738541902719,0.04,15.0,0.005,0.8742921277890582,True
421_105018,2019-04-20T16:41:28.567000Z,-86.67022509410236,0.06,51.0,0.105,0.0,True
421_105019,2019-04-20T16:49:37.892000Z,20.258361871095076,0.05,10.0,0.005,0.0,True
421_105020,2019-04-20T16:56:05.719000Z,20.00081746291488,0.05,6.0,0.005,0.0,True
421_105022,2019-04-20T17:14:05.662000Z,7.040144604079444,0.18,48.0,0.06,0.0,True
421_105023,2019-04-20T17:51:50.082000Z,-66.58690521994026,0.14,50.0,0.095,0.053922979670755544,True
421_105024,2019-04-20T17:54:44.918000Z,14.804404653410302,0.04,8.0,0.02,-0.3980997170483437,True
421_105025,2019-04-20T18:02:04.008000Z,-67.15147430194338,0.02,15.0,0.005,0.9057190958417937,True
421_105026,2019-04-20T18:13:18.470000Z,-76.88328837877071,0.02,10.0,0.01,0.599306157327623,True
421_105028,2019-04-21T01:29:19.194000Z,20.348103552089015,0.02,48.0,0.115,0.0,True
421_105029,2019-04-21T02:38:10.508000Z,0.8353771753089632,0.01,55.0,0.12,0.0,True
421_105030,2019-04-21T02:46:57.275000Z,9.882918415368408,0.2,57.0,0.125,0.0110486911085943,True
421_105032,2019-04-21T06:21:18.625000Z,-59.73751078912187,0.04,33.0,0.05,0.053922979670755544,True
421_105033,2019-04-21T07:31:19.734000Z,18.914439789919697,0.15,48.0,0.065,0.0,True
421_105034,2019-04-22T00:07:07.945000Z,-62.50889215332438,0.03,6.0,0.005,0.9685730319472645,True
421_105035,2019-04-22T00:08:50.382000Z,-88.71110533280739,0.02,58.0,0.135,0.0,True
421_105036,2019-04-22T00:47:39.670000Z,12.622244998344172,0.22,53.0,0.13,0.0,True
421_105037,2019-04-22T01:45:30.759000Z,-72.38445694298616,0.19,7.0,0.005,0.37146063894529113,True
421_105038,2019-04-22T02:11:33.348000Z,-65.57954904096948,0.04,91.0,0.15,0.6409030530846153,True
421_105040,2019-04-22T03:03:16.257000Z,-77.73333385143894,0.09,51.0,0.06,-0.9528595479208969,True
421_105041,2019-04-22T04:37:04.202000Z,-45.5895991513533,0.02,27.0,0.01,0.9685730319472645,True
421_105043,2019-04-22T11:52:40.341000Z,4.150150702065787,0.19,54.0,0.145,0.0,True
421_105044,2019-04-23T01:15:13.680000Z,25.268702390044723,0.02,4.0,0.005,0.9371460638945291,True
421_105046,2019-04-23T02:30:21.742000Z,7.259368257541155,0.04,10.0,0.005,0.0,True
421_105048,2019-04-23T03:04:12.193000Z,-78.7203886447279,0.03,12.0,0.005,1.0,True
421_105049,2019-04-23T04:39:49.958000Z,-2.2240801150087464,0.04,10.0,0.005,0.8742921277890582,True
421_105050,2019-04-23T05:56:02.614000Z,-76.90418660819773,0.06,49.0,0.13,0.0,True
421_105051,2019-04-24T02:59:44.438000Z,-72.01931621099726,0.03,14.0,0.01,0.9685730319472645,True
421_105052,2019-04-24T03:00:26.551000Z,-73.48118345459352,0.03,54.0,0.13,-0.7014438034990133,True
421_105053,2019-04-24T03:15:56.490000Z,-79.06662143864969,0.03,49.0,0.115,-0.7014438034990133,True
421_105055,2019-04-24T03:33:55.973000Z,18.246720127527624,0.02,8.0,0.005,0.0,True
421_105056,2019-04-24T03:35:01.928000Z,27.66660404127515,0.02,10.0,0.005,0.9685730319472645,True
421_105061,2019-04-24T05:48:50.609000Z,22.95663012010698,0.04,8.0,0.005,0.7800112236308518,True
421_105062,2019-04-24T06:13:26.776000Z,-81.16947096147908,0.01,60.0,0.1,0.0,True
421_105065,2019-04-24T06:17:13.840000Z,84.86691044232913,0.13,8.0,0.005,-0.8271516757099551,True
421_105068,2019-04-24T06:24:28.673000Z,8.228928433137298,0.04,47.0,0.115,0.0,True
421_105069,2019-04-24T06:54:52.190000Z,-75.84948888804092,0.07,57.0,0.145,-0.6071628993408069,True
