batch,event_id,waveform_file,station,datetime,s_arrival_time,p_arrival_time,latitude,longitude,depth,back_azimuth,magnitude,snr_horizontal,rectilinearity_jurkevics,incidence_p_jurkevics,incidence_pykonal_s
8,8_1767,waveforms/batch8_event_2015-01-29T20-04-10.229000Z.mseed,AXEC2,2015-01-29T20:04:10.229000Z,0.891,0.461,45.943436,-129.991043,1.0,288.0891804223684,0.0,5.051320324074253,0.9422424208565582,4.357797264512862,17.457948136140395
8,8_1768,waveforms/batch8_event_2015-01-29T20-04-28.880000Z.mseed,AXEC2,2015-01-29T20:04:28.880000Z,0.86,0.42,45.942802,-129.989456,0.488,286.70543587194436,0.0,3.923786005281192,0.9755432996222854,12.955155930511795,18.16734292754142
8,8_1769,waveforms/batch8_event_2015-01-29T20-07-19.976000Z.mseed,AXEC2,2015-01-29T20:07:19.976000Z,0.884,-0.896,45.942951,-129.99115,0.683,285.8721269121848,0.0,4.42757809077103,0.8543505546413567,73.99217442096031,17.076599337210418
8,8_1770,waveforms/batch8_event_2015-01-29T20-08-07.968000Z.mseed,AXEC2,2015-01-29T20:08:07.968000Z,0.912,0.442,45.944145,-129.989395,0.382,293.063232429475,0.0,4.327090819501517,0.9232272932466401,8.467753157875993,18.84468509193828
8,8_1771,waveforms/batch8_event_2015-01-29T20-08-33.328000Z.mseed,AXEC2,2015-01-29T20:08:33.328000Z,0.992,0.522,45.943893,-129.994751,1.096,286.8223563479787,0.0,3.6800788584519566,0.9144158514722361,7.088974535082833,15.089864435536828
8,8_1772,waveforms/batch8_event_2015-01-29T20-09-09.640000Z.mseed,AXEC2,2015-01-29T20:09:09.640000Z,0.93,0.46,45.944931,-129.991837,0.652,293.3955247667011,0.0,4.791358474232391,0.9761398122626224,6.362396020393416,24.101861402000743
8,8_1773,waveforms/batch8_event_2015-01-29T20-09-20.360000Z.mseed,AXEC2,2015-01-29T20:09:20.360000Z,0.92,0.48,45.94141,-129.988647,1.534,280.2407307316395,0.0,4.623290800525891,0.9664873017079044,11.4524647578892,17.10065413339636
8,8_1774,waveforms/batch8_event_2015-01-29T20-09-37.696000Z.mseed,AXEC2,2015-01-29T20:09:37.696000Z,0.884,0.474,45.943539,-129.99025,0.486,289.33598100776464,0.0,3.713648998518512,0.9066383260629866,13.61642704653076,17.843064773187187
8,8_1775,waveforms/batch8_event_2015-01-29T20-09-50.600000Z.mseed,AXEC2,2015-01-29T20:09:50.600000Z,0.86,0.43,45.942665,-129.990356,0.54,285.242205494014,0.0,5.027003564912835,0.9715204421539099,11.376996754197615,20.466817302372746
8,8_1776,waveforms/batch8_event_2015-01-29T20-10-58.160000Z.mseed,AXEC2,2015-01-29T20:10:58.160000Z,0.9,0.46,45.941368,-129.98822,1.58,280.28511367013147,0.0,5.084047613179796,0.9782786089809387,13.600440888556546,14.852497877283998
8,8_1777,waveforms/batch8_event_2015-01-29T20-11-07.422000Z.mseed,AXEC2,2015-01-29T20:11:07.422000Z,0.998,0.518,45.946243,-129.99054,1.59,300.077947070072,0.0,6.554045336040385,0.9758249681427257,6.9867420870303745,14.73625839690512
8,8_1778,waveforms/batch8_event_2015-01-29T20-11-59.442000Z.mseed,AXEC2,2015-01-29T20:11:59.442000Z,1.088,0.508,45.929501,-129.985077,0.336,218.43549882290696,0.0,2.353171960694146,0.9379783109196946,4.489315478808759,15.762051375949762
8,8_1779,waveforms/batch8_event_2015-01-29T20-12-45.196000Z.mseed,AXEC2,2015-01-29T20:12:45.196000Z,1.014,-0.386,45.924362,-129.97081,1.073,172.937508866276,0.0,6.221324591209106,0.903428545439525,2.9826091070619145,32.878361837954415
8,8_1780,waveforms/batch8_event_2015-01-29T20-13-47.760000Z.mseed,AXEC2,2015-01-29T20:13:47.760000Z,1.02,0.53,45.945641,-129.990311,1.746,298.10664489164935,0.0,8.41289845222519,0.9896991468945234,6.586009808864199,15.52224426347455
8,8_1781,waveforms/batch8_event_2015-01-29T20-14-22.408000Z.mseed,AXEC2,2015-01-29T20:14:22.408000Z,0.862,0.432,45.942608,-129.990219,0.517,285.09105550246755,0.0,5.221232502090165,0.9720545076820476,12.380110436482175,18.548828724063345
8,8_1782,waveforms/batch8_event_2015-01-29T20-14-33.778000Z.mseed,AXEC2,2015-01-29T20:14:33.778000Z,0.922,0.472,45.944817,-129.991486,0.743,293.34942742835113,0.0,4.970047153526391,0.976693608119338,4.960731009452615,18.475371827741704
8,8_1783,waveforms/batch8_event_2015-01-29T20-14-44.560000Z.mseed,AXEC2,2015-01-29T20:14:44.560000Z,0.9,0.45,45.940273,-129.991562,0.37,273.4920037686303,0.0,3.771120805124607,0.9304361954105222,3.5142783471583954,18.5153265792676
8,8_1784,waveforms/batch8_event_2015-01-29T20-16-23.510000Z.mseed,AXEC2,2015-01-29T20:16:23.510000Z,0.78,0.06,45.923676,-129.993668,1.134,221.625516383512,0.0,2.809285681219797,0.7704582839825275,62.110414167896344,12.799133800742721
8,8_1785,waveforms/batch8_event_2015-01-29T20-17-05.378000Z.mseed,AXEC2,2015-01-29T20:17:05.378000Z,0.922,0.472,45.942059,-129.988266,1.538,284.0224792209674,0.0,6.575674520597581,0.9848080771890209,7.15848901725636,16.969347890240375
8,8_1786,waveforms/batch8_event_2015-01-29T20-17-43.732000Z.mseed,AXEC2,2015-01-29T20:17:43.732000Z,1.088,0.558,45.951721,-129.985992,1.714,325.4910541003548,0.0,4.755106090541739,0.9800193618007924,5.655777381743541,14.095726762988
8,8_1787,waveforms/batch8_event_2015-01-29T20-18-29.506000Z.mseed,AXEC2,2015-01-29T20:18:29.506000Z,0.864,0.424,45.942726,-129.990509,0.551,285.3956231999325,0.0,4.726217990491827,0.9575836961922112,11.953874891071612,18.483834142031032
8,8_1788,waveforms/batch8_event_2015-01-29T20-19-24.160000Z.mseed,AXEC2,2015-01-29T20:19:24.160000Z,0.92,0.45,45.944691,-129.991638,0.64,292.6786277493338,0.0,5.355776121286137,0.9755671717046048,8.42507375157685,19.419497827424838
8,8_1789,waveforms/batch8_event_2015-01-29T20-20-15.876000Z.mseed,AXEC2,2015-01-29T20:20:15.876000Z,0.914,0.474,45.943462,-129.99115,0.858,288.1005617910379,0.0,2.9999077978855966,0.957545889827099,4.526664158279276,18.111933146224622
8,8_1790,waveforms/batch8_event_2015-01-29T20-20-26.224000Z.mseed,AXEC2,2015-01-29T20:20:26.224000Z,0.926,0.466,45.944748,-129.991684,0.737,292.8524166069466,0.0,5.094246114368449,0.976261203087906,6.194906253034462,17.237892752765916
8,8_1791,waveforms/batch8_event_2015-01-29T20-20-37.920000Z.mseed,AXEC2,2015-01-29T20:20:37.920000Z,0.88,0.43,45.942612,-129.989975,0.469,285.31778983142925,0.0,2.4487888443948584,0.9116547051250238,7.131913244047135,18.317130227607784
8,8_1792,waveforms/batch8_event_2015-01-29T20-20-47.222000Z.mseed,AXEC2,2015-01-29T20:20:47.222000Z,0.238,-0.972,45.944183,-129.975876,0.321,342.9079223636515,0.0,2.1727387163304854,0.974898868512551,82.29613448529312,17.879193654562826
8,8_1793,waveforms/batch8_event_2015-01-29T20-21-11.362000Z.mseed,AXEC2,2015-01-29T20:21:11.362000Z,2.208,0.538,45.946026,-129.990234,1.697,299.7089012861976,0.0,2.6133105163614,0.9393298601777352,12.253846090572754,37.87786574684701
8,8_1794,waveforms/batch8_event_2015-01-29T20-21-20.509000Z.mseed,AXEC2,2015-01-29T20:21:20.509000Z,0.891,0.461,45.940826,-129.98941,1.411,276.76443734210125,0.0,5.838143148500257,0.8799189784191275,1.0747143184192232,15.17590054746996
8,8_1795,waveforms/batch8_event_2015-01-29T20-22-06.080000Z.mseed,AXEC2,2015-01-29T20:22:06.080000Z,0.87,0.47,45.941681,-129.988281,1.474,281.9626594949142,0.0,2.892324287269038,0.7676277697711744,7.913204049224983,14.53441508244136
8,8_1796,waveforms/batch8_event_2015-01-29T20-22-15.800000Z.mseed,AXEC2,2015-01-29T20:22:15.800000Z,0.9,0.47,45.940506,-129.988388,1.56,275.4008117874962,0.0,5.797338016087144,0.819777527466403,14.84477617408927,21.020664835150512
8,8_1797,waveforms/batch8_event_2015-01-29T20-22-33.716000Z.mseed,AXEC2,2015-01-29T20:22:33.716000Z,0.774,0.374,45.937698,-129.982025,1.4,251.73790360713954,0.0,3.162045575354607,0.976680231648172,7.098654768564076,15.211284539511915
8,8_1798,waveforms/batch8_event_2015-01-29T20-22-47.090000Z.mseed,AXEC2,2015-01-29T20:22:47.090000Z,0.91,0.47,45.940884,-129.988159,1.563,277.6145647660956,0.0,3.929282480558993,0.9688122775272183,11.998348932843951,23.514100011292545
8,8_1799,waveforms/batch8_event_2015-01-29T20-23-02.120000Z.mseed,AXEC2,2015-01-29T20:23:02.120000Z,0.77,0.38,45.937321,-129.98172,1.433,247.67230122649198,0.0,4.108793635967679,0.9768764844997697,7.740871054158815,17.391716345547678
8,8_1800,waveforms/batch8_event_2015-01-29T20-23-23.940000Z.mseed,AXEC2,2015-01-29T20:23:23.940000Z,0.86,0.45,45.940933,-129.988129,1.418,277.90547211128273,0.0,5.6003085528603265,0.9674795406388483,8.713392676615005,20.967001575571704
8,8_1801,waveforms/batch8_event_2015-01-29T20-23-40.592000Z.mseed,AXEC2,2015-01-29T20:23:40.592000Z,0.878,0.458,45.941032,-129.98822,1.403,278.4149243354917,0.0,6.124723743151023,0.9102281981048385,8.724273692944372,26.90864589693457
8,8_1802,waveforms/batch8_event_2015-01-29T20-23-48.924000Z.mseed,AXEC2,2015-01-29T20:23:48.924000Z,0.966,0.516,45.943542,-129.994095,0.798,286.00166123650615,0.0,3.8607197863681746,0.9486418672738608,14.44917125483955,18.65424562084776
8,8_1803,waveforms/batch8_event_2015-01-29T20-23-57.346000Z.mseed,AXEC2,2015-01-29T20:23:57.346000Z,0.884,0.464,45.940884,-129.98793,1.604,277.7253550059021,0.0,3.2924709526445763,0.9705748820073601,8.601795700081098,15.45435365493988
8,8_1804,waveforms/batch8_event_2015-01-29T20-24-21.594000Z.mseed,AXEC2,2015-01-29T20:24:21.594000Z,0.866,0.426,45.942535,-129.990479,0.487,284.5375925006843,0.0,4.082128214453501,0.9779627899623179,9.65273591245207,17.65061088406506
8,8_1806,waveforms/batch8_event_2015-01-29T20-24-47.762000Z.mseed,AXEC2,2015-01-29T20:24:47.762000Z,0.898,0.468,45.940952,-129.987961,1.547,278.0983131167544,0.0,3.2461369428954914,0.9660409447520955,9.357825167246038,16.334911674217707
8,8_1807,waveforms/batch8_event_2015-01-29T20-24-54.105000Z.mseed,AXEC2,2015-01-29T20:24:54.105000Z,0.785,0.385,45.937397,-129.981842,1.418,248.64951354936483,0.0,3.0440423112955064,0.9666405190624026,10.757870724633039,26.932401472776554
8,8_1808,waveforms/batch8_event_2015-01-29T20-25-08.432000Z.mseed,AXEC2,2015-01-29T20:25:08.432000Z,0.828,0.458,45.942085,-129.989944,0.751,282.80754565523466,0.0,7.291318362568523,0.9688470038929619,10.624777146181694,17.42859645599794
8,8_1809,waveforms/batch8_event_2015-01-29T20-25-30.642000Z.mseed,AXEC2,2015-01-29T20:25:30.642000Z,0.858,0.428,45.942642,-129.989838,0.489,285.58074873688633,0.0,4.154647654277541,0.9699779199847753,12.607967603917519,18.677679052686713
8,8_1810,waveforms/batch8_event_2015-01-29T20-25-34.696000Z.mseed,AXEC2,2015-01-29T20:25:34.696000Z,0.854,0.444,45.942612,-129.990097,0.51,285.21307849687565,0.0,4.487593203892212,0.9734819484211171,13.027758218538802,18.92662782544598
8,8_1811,waveforms/batch8_event_2015-01-29T20-25-48.458000Z.mseed,AXEC2,2015-01-29T20:25:48.458000Z,0.922,0.462,45.942055,-129.988174,1.56,284.0829900199757,0.0,7.18430995304972,0.9678372296587793,9.725832876871793,14.956800632613927
8,8_1812,waveforms/batch8_event_2015-01-29T20-26-13.026000Z.mseed,AXEC2,2015-01-29T20:26:13.026000Z,0.874,0.444,45.942863,-129.990814,0.597,285.7619503084438,0.0,3.6886282720275942,0.9776588805186958,9.75303776150155,18.176469750298647
8,8_1813,waveforms/batch8_event_2015-01-29T20-26-22.692000Z.mseed,AXEC2,2015-01-29T20:26:22.692000Z,0.848,0.428,45.942764,-129.989746,0.526,286.2475696555407,0.0,4.717983331402077,0.964988171851518,8.078808779799141,18.310130054628132
8,8_1814,waveforms/batch8_event_2015-01-29T20-26-59.028000Z.mseed,AXEC2,2015-01-29T20:26:59.028000Z,0.852,0.422,45.942146,-129.990295,0.71,282.84810107082217,0.0,6.786077416300942,0.9798327767972576,12.826935082011298,19.31226399243367
8,8_1815,waveforms/batch8_event_2015-01-29T20-28-19.632000Z.mseed,AXEC2,2015-01-29T20:28:19.632000Z,1.078,0.558,45.951839,-129.987213,1.671,323.14734116679057,0.0,4.056663502082548,0.9815624988227317,5.000379397081144,18.05173741491642
8,8_1816,waveforms/batch8_event_2015-01-29T20-29-15.622000Z.mseed,AXEC2,2015-01-29T20:29:15.622000Z,0.958,0.508,45.943115,-129.991669,1.445,286.15390505474113,0.0,3.1757246955213043,0.9764931126469149,10.849183263982294,16.77036516142625
8,8_1817,waveforms/batch8_event_2015-01-29T20-31-34.880000Z.mseed,AXEC2,2015-01-29T20:31:34.880000Z,1.62,0.89,45.935848,-130.01973,1.249,263.91490564741287,0.0,7.168965033571466,0.9765767379225582,11.461392599326054,15.055071151095383
8,8_1818,waveforms/batch8_event_2015-01-29T20-32-17.077000Z.mseed,AXEC2,2015-01-29T20:32:17.077000Z,0.813,-0.087,45.943069,-129.986526,0.214,291.6531569617956,0.0,2.7072577739659787,0.7858268743353948,88.1285757333283,18.6834473051712
8,8_1819,waveforms/batch8_event_2015-01-29T20-32-47.512000Z.mseed,AXEC2,2015-01-29T20:32:47.512000Z,0.808,-0.002,45.946148,-129.985046,0.532,310.24964433645755,0.0,2.1061231314824704,0.8573292077422624,85.47176468587672,19.384071905816256
8,8_1821,waveforms/batch8_event_2015-01-29T20-36-20.103000Z.mseed,AXEC2,2015-01-29T20:36:20.103000Z,1.547,0.777,45.966373,-129.990204,1.777,337.5111609555995,0.0,4.732688582771327,0.9280542233109705,8.178812080799254,12.961829926097739
8,8_1824,waveforms/batch8_event_2015-01-29T20-43-00.898000Z.mseed,AXEC2,2015-01-29T20:43:00.898000Z,1.482,0.172,45.963665,-129.993774,1.459,330.56595780325983,0.0,2.32260707662155,0.8785721961299946,68.72251312144107,12.713255576345935
8,8_1825,waveforms/batch8_event_2015-01-29T20-43-13.400000Z.mseed,AXEC2,2015-01-29T20:43:13.400000Z,1.56,0.84,45.949471,-129.998367,0.023,300.4727638160807,0.0,3.015125587249605,0.9674826890315091,7.532112998910897,15.814316727823787
8,8_1826,waveforms/batch8_event_2015-01-29T20-43-58.094000Z.mseed,AXEC2,2015-01-29T20:43:58.094000Z,0.886,0.466,45.940987,-129.988022,1.542,278.2656718867022,0.0,6.856522301441769,0.9837636699941685,14.974266995109604,16.388243236391936
8,8_1827,waveforms/batch8_event_2015-01-29T20-45-36.448000Z.mseed,AXEC2,2015-01-29T20:45:36.448000Z,1.062,0.522,45.946838,-129.99205,0.412,300.0857847962147,0.0,3.0476989325697987,0.9833586686052747,4.787526425562168,17.56819202572737
8,8_1828,waveforms/batch8_event_2015-01-29T20-46-40.892000Z.mseed,AXEC2,2015-01-29T20:46:40.892000Z,1.038,0.518,45.946777,-129.99176,0.479,300.26902633046745,0.0,3.321143902682758,0.9511976143208007,5.724632349598309,17.749447162433345
8,8_1829,waveforms/batch8_event_2015-01-29T20-47-09.320000Z.mseed,AXEC2,2015-01-29T20:47:09.320000Z,1.21,0.85,45.956158,-129.982285,0.434,340.9555818005198,0.0,2.651805838856254,0.8486678212858008,27.933832276263907,15.9403895527754
8,8_1831,waveforms/batch8_event_2015-01-29T20-50-18.675000Z.mseed,AXEC2,2015-01-29T20:50:18.675000Z,0.975,0.505,45.941792,-129.987122,1.84,283.5654333152051,0.0,3.6432056891532607,0.9796674386017604,9.62647463053471,16.307419192418973
8,8_1832,waveforms/batch8_event_2015-01-29T20-50-44.400000Z.mseed,AXEC2,2015-01-29T20:50:44.400000Z,0.8,0.39,45.939941,-129.97998,1.591,274.2985030912156,0.0,2.8461834270773467,0.938842770624021,4.902967886557746,14.027776297286648
8,8_1833,waveforms/batch8_event_2015-01-29T20-51-15.913000Z.mseed,AXEC2,2015-01-29T20:51:15.913000Z,1.527,0.467,45.929962,-130.004303,0.769,246.19142375291938,0.0,2.543722764968172,0.7805594570690794,35.39129069183644,17.995093509231385
8,8_1834,waveforms/batch8_event_2015-01-29T20-52-15.884000Z.mseed,AXEC2,2015-01-29T20:52:15.884000Z,1.356,0.716,45.949745,-129.996582,0.275,303.07954712758993,0.0,5.3855064826319055,0.8706107684025304,9.080794171432284,14.951259725233347
8,8_1835,waveforms/batch8_event_2015-01-29T20-54-16.424000Z.mseed,AXEC2,2015-01-29T20:54:16.424000Z,1.336,0.676,45.94968,-129.996521,0.268,302.98135764339327,0.0,7.681569668616275,0.9596086860612164,10.247419302324477,15.437185353500563
8,8_1836,waveforms/batch8_event_2015-01-29T20-55-15.408000Z.mseed,AXEC2,2015-01-29T20:55:15.408000Z,0.832,0.442,45.943363,-129.988907,0.384,290.01548021894956,0.0,5.115115879933499,0.9520513783821073,6.8415950493515165,18.68150422538487
8,8_1837,waveforms/batch8_event_2015-01-29T20-56-04.460000Z.mseed,AXEC2,2015-01-29T20:56:04.460000Z,0.79,0.38,45.93494,-129.979584,1.475,221.17218099285517,0.0,4.622113824510465,0.9656048942234382,10.640327035602226,12.688608948703749
8,8_1838,waveforms/batch8_event_2015-01-29T20-56-09.280000Z.mseed,AXEC2,2015-01-29T20:56:09.280000Z,1.52,-0.75,45.916985,-129.963821,0.481,163.6312088796525,0.0,2.1336530351833662,0.9596694023894526,89.33801775956044,14.21855952987892
8,8_1839,waveforms/batch8_event_2015-01-29T20-56-22.224000Z.mseed,AXEC2,2015-01-29T20:56:22.224000Z,0.936,-0.374,45.927658,-129.983856,1.175,210.99413976511357,0.0,5.840832257571847,0.8766907969705907,73.41827719677401,20.14071422358701
8,8_1840,waveforms/batch8_event_2015-01-29T20-56-35.503000Z.mseed,AXEC2,2015-01-29T20:56:35.503000Z,0.917,0.487,45.928764,-129.984299,1.229,214.5932408279757,0.0,5.8722789295551525,0.968717076289554,14.579346850052508,13.926386850015732
8,8_1844,waveforms/batch8_event_2015-01-29T21-00-06.106000Z.mseed,AXEC2,2015-01-29T21:00:06.106000Z,1.654,0.884,45.937347,-130.020493,1.293,266.6379050338036,0.0,6.686033566195437,0.9871634061598497,11.135249317349402,14.220630315452246
8,8_1845,waveforms/batch8_event_2015-01-29T21-00-28.208000Z.mseed,AXEC2,2015-01-29T21:00:28.208000Z,0.802,0.402,45.939491,-129.981201,1.563,268.7170482036794,0.0,2.9205312770891645,0.9710938962122975,6.542724449752954,14.700655614037682
8,8_1846,waveforms/batch8_event_2015-01-29T21-01-26.356000Z.mseed,AXEC2,2015-01-29T21:01:26.356000Z,0.754,0.334,45.942234,-129.987289,0.26,285.9451433119218,0.0,2.5334550993362615,0.9648572582242053,0.5899836577298347,21.378432068213264
8,8_1847,waveforms/batch8_event_2015-01-29T21-02-23.714000Z.mseed,AXEC2,2015-01-29T21:02:23.714000Z,1.566,1.146,45.938911,-130.007233,0.265,268.8481258144068,0.0,5.105183997644176,0.7842947072412012,17.964006543423714,16.966466075955257
8,8_1848,waveforms/batch8_event_2015-01-29T21-02-43.220000Z.mseed,AXEC2,2015-01-29T21:02:43.220000Z,0.8,0.4,45.939629,-129.981598,1.547,270.270840440703,0.0,3.144889559163644,0.9777699679373314,4.39295808221427,15.490793737013142
8,8_1849,waveforms/batch8_event_2015-01-29T21-03-31.280000Z.mseed,AXEC2,2015-01-29T21:03:31.280000Z,0.8,0.39,45.940105,-129.980942,1.539,275.6916478649908,0.0,4.495666091415325,0.9810637720254995,4.338919219755059,30.585521378168664
8,8_1850,waveforms/batch8_event_2015-01-29T21-04-06.400000Z.mseed,AXEC2,2015-01-29T21:04:06.400000Z,0.82,0.4,45.932987,-129.977921,1.526,203.98076444794057,0.0,3.2515616765514435,0.9742122374284453,3.9399890419863364,12.896654468504968
8,8_1851,waveforms/batch8_event_2015-01-29T21-05-19.844000Z.mseed,AXEC2,2015-01-29T21:05:19.844000Z,0.766,0.346,45.942249,-129.987152,0.212,286.17982299983476,0.0,3.324871147265572,0.9538068439241622,5.691476766563448,20.21319708359217
8,8_1852,waveforms/batch8_event_2015-01-29T21-05-38.412000Z.mseed,AXEC2,2015-01-29T21:05:38.412000Z,0.968,0.488,45.945095,-129.991974,0.59,293.8710670750513,0.0,4.266668279812597,0.957726546086596,8.81270565832084,17.77314484086147
8,8_1853,waveforms/batch8_event_2015-01-29T21-09-21.400000Z.mseed,AXEC2,2015-01-29T21:09:21.400000Z,1.56,0.93,45.943188,-130.011246,0.421,278.3827486633911,0.0,2.7822598243715113,0.8984255578270005,8.706201747458811,15.777030186868458
8,8_1854,waveforms/batch8_event_2015-01-29T21-10-29.328000Z.mseed,AXEC2,2015-01-29T21:10:29.328000Z,0.882,0.432,45.942829,-129.989731,0.491,286.572007241914,0.0,2.6781471195858035,0.967761104464885,12.56411552006193,18.66772400276176
8,8_1855,waveforms/batch8_event_2015-01-29T21-11-04.678000Z.mseed,AXEC2,2015-01-29T21:11:04.678000Z,1.152,0.562,45.94878,-129.994263,0.455,303.2514874215209,0.0,7.160091118344004,0.9667755566443701,4.872772799957597,15.496953720471806
8,8_1856,waveforms/batch8_event_2015-01-29T21-12-15.704000Z.mseed,AXEC2,2015-01-29T21:12:15.704000Z,1.386,0.666,45.95472,-129.997574,0.715,312.9314971477861,0.0,4.628027133094646,0.7981397311287437,6.94978986500925,14.279487222266233
8,8_1857,waveforms/batch8_event_2015-01-29T21-15-12.496000Z.mseed,AXEC2,2015-01-29T21:15:12.496000Z,1.504,0.814,45.949932,-129.997467,0.074,302.57114301730894,0.0,4.7946858421909475,0.9318339856555882,12.293280644361577,15.940055409204321
8,8_1858,waveforms/batch8_event_2015-01-29T21-17-42.700000Z.mseed,AXEC2,2015-01-29T21:17:42.700000Z,1.37,0.65,45.949875,-129.99675,0.222,303.2216183243646,0.0,3.3973641299263413,0.9538957070683148,6.639338033613816,18.71890991009088
8,8_1859,waveforms/batch8_event_2015-01-29T21-18-53.325000Z.mseed,AXEC2,2015-01-29T21:18:53.325000Z,1.245,0.605,45.92437,-129.988174,0.389,213.95162196003864,0.0,7.768748357578197,0.9558937811476329,15.67321110824466,15.701287016186532
8,8_1860,waveforms/batch8_event_2015-01-29T21-18-59.781000Z.mseed,AXEC2,2015-01-29T21:18:59.781000Z,0.809,0.389,45.933037,-129.978027,1.487,204.67300779533917,0.0,5.139589888504597,0.9685525689170402,7.184490907272451,12.501127212534021
8,8_1861,waveforms/batch8_event_2015-01-29T21-20-29.630000Z.mseed,AXEC2,2015-01-29T21:20:29.630000Z,0.88,0.42,45.945347,-129.988983,0.43,298.89449173373396,0.0,2.659189859998743,0.9613327972098181,7.4920958064356205,18.950515759063318
8,8_1862,waveforms/batch8_event_2015-01-29T21-20-35.520000Z.mseed,AXEC2,2015-01-29T21:20:35.520000Z,0.89,0.42,45.945282,-129.988983,0.425,298.62064181678693,0.0,4.1340284699462595,0.978370562988519,7.003250123621383,19.086925731614652
8,8_1863,waveforms/batch8_event_2015-01-29T21-20-52.280000Z.mseed,AXEC2,2015-01-29T21:20:52.280000Z,0.9,0.45,45.945312,-129.988953,0.435,298.7942430883367,0.0,3.475784743948892,0.9707608678468096,6.591006250657506,19.112505428656274
8,8_1864,waveforms/batch8_event_2015-01-29T21-21-26.020000Z.mseed,AXEC2,2015-01-29T21:21:26.020000Z,0.82,0.41,45.932953,-129.977417,1.514,201.29296445584032,0.0,4.233015894724341,0.9787168977428032,4.485084966552472,16.223342487152003
8,8_1865,waveforms/batch8_event_2015-01-29T21-21-55.263000Z.mseed,AXEC2,2015-01-29T21:21:55.263000Z,0.777,0.387,45.939236,-129.980988,1.536,265.7562765738726,0.0,3.52639171457426,0.923612422625043,3.185727473333751,13.720666650611923
8,8_1866,waveforms/batch8_event_2015-01-29T21-22-54.760000Z.mseed,AXEC2,2015-01-29T21:22:54.760000Z,0.8,0.39,45.932838,-129.97757,1.503,201.75859296449715,0.0,4.650593906368238,0.9720800941975067,4.829785108784834,16.68305696831012
8,8_1867,waveforms/batch8_event_2015-01-29T21-23-19.960000Z.mseed,AXEC2,2015-01-29T21:23:19.960000Z,0.8,0.39,45.933052,-129.977631,1.497,202.69470894826085,0.0,5.284733326177107,0.9801387486575934,6.534972309177594,79.5022816648339
8,8_1868,waveforms/batch8_event_2015-01-29T21-23-36.800000Z.mseed,AXEC2,2015-01-29T21:23:36.800000Z,0.82,0.41,45.932911,-129.977448,1.522,201.33642224600604,0.0,4.318654524049336,0.9791057901423922,5.255430456944585,13.783840049094092
8,8_1869,waveforms/batch8_event_2015-01-29T21-24-26.860000Z.mseed,AXEC2,2015-01-29T21:24:26.860000Z,0.86,0.4,45.944401,-129.986404,0.141,298.9859127763216,0.0,3.2406835370417983,0.9644541709501562,7.398421104585306,14.036199857194624
8,8_1870,waveforms/batch8_event_2015-01-29T21-25-01.802000Z.mseed,AXEC2,2015-01-29T21:25:01.802000Z,1.748,0.928,45.944626,-130.009659,0.171,281.9182177694853,0.0,3.744687396342157,0.8085866828773405,12.981030517032107,15.284141608185733
8,8_1871,waveforms/batch8_event_2015-01-29T21-25-43.620000Z.mseed,AXEC2,2015-01-29T21:25:43.620000Z,0.81,0.45,45.932617,-129.977493,1.512,200.7700921308914,0.0,3.960833347186431,0.9212735343178496,7.244632379095356,12.29971470552951
8,8_1872,waveforms/batch8_event_2015-01-29T21-26-37.760000Z.mseed,AXEC2,2015-01-29T21:26:37.760000Z,0.81,0.39,45.932686,-129.9776,1.508,201.48957035601936,0.0,4.562444915727719,0.9748078809576086,7.157260129819298,13.344485753511254
8,8_1873,waveforms/batch8_event_2015-01-29T21-27-20.154000Z.mseed,AXEC2,2015-01-29T21:27:20.154000Z,0.936,0.476,45.947769,-129.983612,1.543,320.4993994672662,0.0,2.855689620274549,0.9560136849126898,8.861324302311859,22.273954244357313
8,8_1874,waveforms/batch8_event_2015-01-29T21-28-00.440000Z.mseed,AXEC2,2015-01-29T21:28:00.440000Z,0.8,0.38,45.932644,-129.977585,1.486,201.30109449297632,0.0,6.0445076633870585,0.8931310034681212,6.895840915615679,18.003211133831808
8,8_1875,waveforms/batch8_event_2015-01-29T21-28-18.360000Z.mseed,AXEC2,2015-01-29T21:28:18.360000Z,0.79,0.39,45.932804,-129.977371,1.501,200.64619787774947,0.0,5.672948232069013,0.9752689540875755,5.14220573339185,17.486028055158172
8,8_1876,waveforms/batch8_event_2015-01-29T21-28-40.040000Z.mseed,AXEC2,2015-01-29T21:28:40.040000Z,0.98,0.47,45.949059,-129.978577,1.816,341.1597169729874,0.0,4.194895096208056,0.7059466617894625,73.08767901221994,14.75226043343215
8,8_1877,waveforms/batch8_event_2015-01-29T21-28-58.280000Z.mseed,AXEC2,2015-01-29T21:28:58.280000Z,0.81,0.38,45.933006,-129.977707,1.526,202.94892290014008,0.0,3.165536739721742,0.9765836082722401,6.5901133927620705,13.548736799196254
8,8_1878,waveforms/batch8_event_2015-01-29T21-29-08.723000Z.mseed,AXEC2,2015-01-29T21:29:08.723000Z,0.757,0.367,45.938301,-129.979294,1.532,251.04753988919393,0.0,11.579148203930757,0.9784809511123493,5.651128467556936,13.607888029004114
8,8_1880,waveforms/batch8_event_2015-01-29T21-29-36.520000Z.mseed,AXEC2,2015-01-29T21:29:36.520000Z,0.84,0.08,45.932392,-129.977585,1.51,200.64497808405247,0.0,4.874532075553166,0.7213712709761877,79.9084593301836,19.328978987858015
