event_id,waveform_file,station,origin_time,datetime,s_arrival_time,p_arrival_time,latitude,longitude,depth,back_azimuth,snr_horizontal,rectilinearity_jurkevics,incidence_eigenvalue_jurkevics,magnitude
75118,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:01:01.585554Z.mseed,AXEC3,2015-04-14T00:01:01.585554Z,2015-04-14T00:01:01.585554Z,1.659446,0.909446,45.955379,-129.999845,0.40625,323.07285849100833,2.293142503640068,0.9110646583852278,21.32464416138206,0.0
75119,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:01:43.466769Z.mseed,AXEC3,2015-04-14T00:01:43.466769Z,2015-04-14T00:01:43.466769Z,0.803231,0.373231,45.941129,-129.983436,1.10625,326.46056674869124,7.136453328656213,0.9637112218925967,25.78920218040137,0.0
75123,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:07:42.545484Z.mseed,AXEC3,2015-04-14T00:07:42.545484Z,2015-04-14T00:07:42.545484Z,0.819516,0.344516,45.941129,-129.987494,0.41875,309.58236919929664,4.028292643572107,0.9490667927515418,6.423605789121456,0.0
75124,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:08:35.458137Z.mseed,AXEC3,2015-04-14T00:08:35.458137Z,2015-04-14T00:08:35.458137Z,1.621863,0.956863,45.93231,-130.021491,3.0875,263.57405306548355,2.744100341857756,0.947707119753771,26.78637949061183,0.0
75125,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:08:43.175768Z.mseed,AXEC3,2015-04-14T00:08:43.175768Z,2015-04-14T00:08:43.175768Z,1.149232,0.559232,45.927019,-129.990768,1.86875,224.11191103685505,4.079901159489851,0.7716719966235158,26.915724939806097,0.0
75126,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:08:55.608854Z.mseed,AXEC3,2015-04-14T00:08:55.608854Z,2015-04-14T00:08:55.608854Z,1.951146,0.976146,45.972028,-129.995551,1.70625,342.4079148551259,3.920287755015794,0.9777361805925466,21.671624301646766,0.0
75128,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:12:11.050141Z.mseed,AXEC3,2015-04-14T00:12:11.050141Z,2015-04-14T00:12:11.050141Z,1.179859,0.564859,45.948325,-129.992349,0.48125,322.4562062632925,3.968736813050165,0.9695497792913988,18.894858017096396,0.0
75129,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:16:13.534035Z.mseed,AXEC3,2015-04-14T00:16:13.534035Z,2015-04-14T00:16:13.534035Z,1.135965,0.565965,45.949594,-129.991738,0.58125,326.3792687250469,4.640793931188924,0.9861548980637495,19.913268793279425,0.0
75131,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:19:18.873146Z.mseed,AXEC3,2015-04-14T00:19:18.873146Z,2015-04-14T00:19:18.873146Z,1.125854,0.565854,45.947478,-129.992757,0.59375,319.623633519191,2.01511547315948,0.8909552383007854,29.099066042819995,0.0
75133,passing_waveforms_data_nonlinloc_axec3/waveforms/event_2015-04-14T00:22:53.531431Z.mseed,AXEC3,2015-04-14T00:22:53.531431Z,2015-04-14T00:22:53.531431Z,1.438569,1.118569,45.939224,-129.996526,2.875,284.78781763176676,5.782737745077656,0.8799670974343992,13.001550596453237,0.0
