event_id,waveform_file,station,datetime,s_arrival_time,p_arrival_time,latitude,longitude,depth,back_azimuth,magnitude,snr_horizontal,rectilinearity_jurkevics,incidence_p_jurkevics,incidence_eigenvalue_s,incidence_pykonal_s
84,waveforms/event_2015-01-23T04-50-56.254000Z.mseed,AXEC2,2015-01-23T04:50:56.254000Z,1.006,0.536,45.945454,-129.993042,0.638,294.01638552571455,0.0,4.486163459758298,0.9352811383248077,20.35653466105375,6.276927683618288,17.684989155165635
85,waveforms/event_2015-01-23T05-34-31.512000Z.mseed,AXEC2,2015-01-23T05:34:31.512000Z,1.328,0.658,45.950645,-129.996613,0.396,305.2988805273785,0.0,3.9388594899846976,0.9295381797931964,8.294611024623462,3.3665628464276334,16.899869473143607
86,waveforms/event_2015-01-23T06-23-18.240000Z.mseed,AXEC2,2015-01-23T06:23:18.240000Z,1.3,0.68,45.950336,-129.996597,0.484,304.55661449750147,0.0,6.077490280770049,0.9143547465189654,10.93835140226881,0.7325292467214263,23.474794650247016
87,waveforms/event_2015-01-23T06-24-11.656000Z.mseed,AXEC2,2015-01-23T06:24:11.656000Z,1.554,0.834,45.939911,-130.010208,0.463,271.256490516098,0.0,6.6713416356127935,0.9408359624316485,19.34616143408535,5.498258971277939,15.225195343010421
88,waveforms/event_2015-01-23T06-46-36.636000Z.mseed,AXEC2,2015-01-23T06:46:36.636000Z,0.824,0.414,45.944649,-129.987778,0.463,297.75256967973905,0.0,3.364027378638151,0.9459797128365793,15.009208433559287,5.147278975783764,18.868587852239266
89,waveforms/event_2015-01-23T06-56-22.764000Z.mseed,AXEC2,2015-01-23T06:56:22.764000Z,1.976,1.126,45.974113,-130.001282,1.089,331.61374182348845,0.0,2.3110824464020454,0.8752901510515801,10.682673806881438,2.752117011521341,11.76435009441245
90,waveforms/event_2015-01-23T07-02-02.491000Z.mseed,AXEC2,2015-01-23T07:02:02.491000Z,1.099,0.539,45.947262,-129.991852,0.37,301.78967282876135,0.0,2.1561788068270547,0.9376163025415244,5.922344155926857,0.6935085652353729,18.497107425981774
91,waveforms/event_2015-01-23T07-07-29.773000Z.mseed,AXEC2,2015-01-23T07:07:29.773000Z,1.237,0.597,45.948803,-129.994873,0.367,302.5580111173284,0.0,4.880892812864073,0.9457407810226911,5.012877065178175,2.0201917922717127,15.5051147194764
92,waveforms/event_2015-01-23T07-07-37.445000Z.mseed,AXEC2,2015-01-23T07:07:37.445000Z,1.245,0.595,45.948242,-129.994904,0.317,300.9166454699494,0.0,5.1186903034863915,0.9234956679866223,10.57435407968681,1.8439330154442028,17.405960121607333
93,waveforms/event_2015-01-23T07-09-20.739000Z.mseed,AXEC2,2015-01-23T07:09:20.739000Z,2.151,1.651,45.974823,-129.995102,3.694,337.79651901149055,0.0,4.357191207670912,0.9040961018146704,18.232203648426083,2.2891917912816284,9.781519250838759
95,waveforms/event_2015-01-23T07-25-12.381000Z.mseed,AXEC2,2015-01-23T07:25:12.381000Z,1.579,0.909,45.941978,-130.016144,0.637,275.18225933875,0.0,2.7460979903950213,0.9599853631429699,10.421907272346624,5.280197162797176,14.768291788462662
97,waveforms/event_2015-01-23T09-00-51.836000Z.mseed,AXEC2,2015-01-23T09:00:51.836000Z,1.504,0.704,45.956657,-129.998138,0.454,315.72457746341513,0.0,7.273806193873828,0.9693373032294598,5.875018093250707,2.4629013559465354,15.082061991453813
98,waveforms/event_2015-01-23T09-24-20.440000Z.mseed,AXEC2,2015-01-23T09:24:20.440000Z,1.22,0.61,45.948818,-129.994904,0.375,302.56241910639704,0.0,7.840485348823925,0.9685490537322143,9.059136612330734,0.4327075280012873,15.447076518755555
99,waveforms/event_2015-01-23T10-21-58.573000Z.mseed,AXEC2,2015-01-23T10:21:58.573000Z,0.867,0.437,45.928112,-129.978348,1.258,196.05430924227198,0.0,5.012457856833292,0.9841420246438954,7.69477356471104,0.7243931651427371,14.786911027821544
100,waveforms/event_2015-01-23T12-01-28.975000Z.mseed,AXEC2,2015-01-23T12:01:28.975000Z,0.975,0.495,45.926712,-129.983246,1.162,207.6632671484593,0.0,4.844423454954468,0.925888474873036,11.299137192257726,2.764593402827229,12.884492981638704
101,waveforms/event_2015-01-23T14-24-40.352000Z.mseed,AXEC2,2015-01-23T14:24:40.352000Z,0.828,0.418,45.941875,-129.98288,1.586,289.8948648279935,0.0,2.2451584328371785,0.9702752195204201,5.719443532981961,1.8212162670716499,14.693572248846323
102,waveforms/event_2015-01-23T14-25-17.398000Z.mseed,AXEC2,2015-01-23T14:25:17.398000Z,0.842,0.412,45.941883,-129.982239,1.655,291.30276747779067,0.0,2.619833376733593,0.9670006214138697,7.6254354287013335,3.1264901818085016,13.497026114250701
103,waveforms/event_2015-01-23T14-28-03.269000Z.mseed,AXEC2,2015-01-23T14:28:03.269000Z,0.871,0.421,45.941872,-129.981827,1.686,292.1675412144637,0.0,2.0959997364151284,0.9617590322790823,2.1192035719274673,0.40006535010331484,17.715647848081385
104,waveforms/event_2015-01-23T15-01-54.609000Z.mseed,AXEC2,2015-01-23T15:01:54.609000Z,1.641,0.901,45.93689,-130.019684,1.191,265.7532244845273,0.0,6.160716933794026,0.9766094932833469,12.632940798473728,5.941103854866121,13.358121226370091
106,waveforms/event_2015-01-23T15-24-15.289000Z.mseed,AXEC2,2015-01-23T15:24:15.289000Z,1.621,0.911,45.942478,-130.016281,0.562,276.12742426813014,0.0,2.1463322021948232,0.8529154658663983,10.601808108682418,14.20599039389025,14.03187291869138
107,waveforms/event_2015-01-23T17-18-00.160000Z.mseed,AXEC2,2015-01-23T17:18:00.160000Z,1.24,0.62,45.948887,-129.994873,0.381,302.7936409493742,0.0,8.581414320028461,0.9813039619230952,6.731226287368623,0.5044131058637772,15.398059742089014
108,waveforms/event_2015-01-23T17-18-17.591000Z.mseed,AXEC2,2015-01-23T17:18:17.591000Z,1.629,0.909,45.941566,-130.013641,0.565,274.61633280764033,0.0,4.190557021903253,0.7715386940397955,39.79079615241232,1.1670202268062366,14.941035996529372
109,waveforms/event_2015-01-23T17-31-42.042000Z.mseed,AXEC2,2015-01-23T17:31:42.042000Z,0.938,0.468,45.943424,-129.990494,0.46,288.57115499150257,0.0,5.643256438187586,0.9340074020492948,11.323763081415457,1.7066204867772719,18.8595190813387
110,waveforms/event_2015-01-23T17-37-52.440000Z.mseed,AXEC2,2015-01-23T17:37:52.440000Z,1.62,0.95,45.94315,-130.018753,0.808,277.04777735514483,0.0,3.570643450575394,0.9337648539828648,8.917723879221109,0.04691060296981003,14.450726943622977
111,waveforms/event_2015-01-23T17-38-32.120000Z.mseed,AXEC2,2015-01-23T17:38:32.120000Z,1.66,0.93,45.942974,-130.02066,0.963,276.48757657278486,0.0,4.081136059612034,0.9854538773707053,16.11805463384414,3.4780752095053495,15.976524388495944
112,waveforms/event_2015-01-23T18-03-28.956000Z.mseed,AXEC2,2015-01-23T18:03:28.956000Z,1.094,0.554,45.951572,-129.984726,1.763,328.06828226569246,0.0,3.0010754896917335,0.9232744489470214,5.593599108137652,1.4519805210957868,17.077739762423796
113,waveforms/event_2015-01-23T18-06-04.250000Z.mseed,AXEC2,2015-01-23T18:06:04.250000Z,1.04,0.53,45.94569,-129.990112,1.701,298.5845433957551,0.0,3.1084036886021735,0.9440800088245381,0.3772301276709592,1.001503857641952,15.821988665456194
114,waveforms/event_2015-01-23T18-11-33.400000Z.mseed,AXEC2,2015-01-23T18:11:33.400000Z,1.02,0.5,45.945965,-129.991058,0.434,298.30862657828266,0.0,5.50115729882501,0.9496126038775113,6.56797959602746,3.7358972720661225,18.64088593620609
115,waveforms/event_2015-01-23T18-29-00.940000Z.mseed,AXEC2,2015-01-23T18:29:00.940000Z,1.01,0.77,45.946075,-129.990952,0.481,298.8647800214909,0.0,3.313190666592977,0.9630738300495585,12.405721486709185,0.923790660833356,19.04974233476725
116,waveforms/event_2015-01-23T18-31-08.240000Z.mseed,AXEC2,2015-01-23T18:31:08.240000Z,1.01,0.49,45.94606,-129.990967,0.477,298.78811852389765,0.0,3.6417374266095455,0.9703909564480447,2.9213445752028004,2.1725102004987042,19.000413865930174
